scenario_id,scenario_name,funding_architecture,weighted_access,weighted_provider_viability,weighted_equity,weighted_fiscal_control,weighted_hospital_pressure,weighted_gaming_risk,weighted_welfare,supply_generation_index,equity_legitimacy_index,governance_resilience_index,hospital_deflection_index,implementation_readiness_index,fiscal_gaming_risk_index,interaction_penalty,hybrid_viability_score,model_interpretation,draw
S3,Full upstream access architecture,full hybrid upstream access architecture,78.12,73.9,80.58,69.09,36.75,18.06,70.94,72.18,64.18,68.97,66.32,75.81,15.33,3.54,65.68,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",33
S3,Full upstream access architecture,full hybrid upstream access architecture,74.6,69.23,82.5,73.71,40.06,13.67,70.7,67.14,67.04,71.44,64.28,72.19,10.24,3.01,65.09,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",34
S3,Full upstream access architecture,full hybrid upstream access architecture,73.45,68.81,84.25,73.29,39.91,16.3,70.16,67.09,67.09,71.32,64.3,76.61,12.51,3.47,65.18,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",35
S3,Full upstream access architecture,full hybrid upstream access architecture,76.14,72.05,79.88,71.81,37.8,15.86,70.64,69.0,62.6,72.64,66.3,78.64,11.39,3.24,66.07,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",36
S3,Full upstream access architecture,full hybrid upstream access architecture,73.37,69.13,86.03,73.08,40.39,15.8,70.57,65.91,70.53,70.13,62.03,75.07,11.77,3.53,64.48,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",37
S3,Full upstream access architecture,full hybrid upstream access architecture,76.85,72.29,81.66,71.52,36.59,16.34,71.31,69.05,65.71,72.71,67.13,81.42,12.23,3.52,66.92,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",38
S3,Full upstream access architecture,full hybrid upstream access architecture,74.09,69.2,82.48,74.71,39.06,14.23,70.77,66.98,65.66,75.52,64.03,78.92,9.07,3.61,65.91,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",39
S3,Full upstream access architecture,full hybrid upstream access architecture,71.87,67.66,77.35,74.58,41.4,13.66,68.49,62.82,61.04,75.61,60.92,78.71,8.42,3.73,63.23,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",40
S3,Full upstream access architecture,full hybrid upstream access architecture,75.99,72.15,78.91,71.21,39.1,15.26,70.22,71.55,63.04,71.52,61.69,75.12,11.74,3.38,64.92,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",41
S3,Full upstream access architecture,full hybrid upstream access architecture,75.62,70.78,84.03,71.15,38.74,16.62,70.79,67.64,67.32,71.11,64.67,76.38,12.43,3.7,65.13,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",42
S3,Full upstream access architecture,full hybrid upstream access architecture,74.62,70.37,82.79,72.16,39.39,17.6,70.08,68.46,65.69,68.31,65.82,74.78,14.95,3.67,64.49,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",43
S3,Full upstream access architecture,full hybrid upstream access architecture,72.67,69.22,83.82,71.18,42.04,16.62,69.18,65.97,69.08,69.39,58.79,71.02,12.88,3.68,62.68,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",44
S3,Full upstream access architecture,full hybrid upstream access architecture,74.08,69.68,81.67,72.48,40.04,15.11,69.97,67.38,66.24,71.56,63.24,76.94,11.85,3.55,64.88,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",45
S3,Full upstream access architecture,full hybrid upstream access architecture,74.57,69.76,81.08,73.33,39.54,14.15,70.39,68.52,64.23,73.53,65.38,77.16,9.92,3.04,66.24,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",46
S3,Full upstream access architecture,full hybrid upstream access architecture,72.94,67.35,84.79,73.38,40.01,15.1,70.09,64.98,69.05,72.15,62.97,76.82,10.71,3.63,64.75,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",47
S3,Full upstream access architecture,full hybrid upstream access architecture,76.8,72.48,84.14,70.94,37.45,15.1,71.87,73.0,68.52,72.46,65.81,77.17,10.76,2.71,68.33,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",48
S3,Full upstream access architecture,full hybrid upstream access architecture,74.23,69.11,83.73,70.66,39.55,18.51,69.5,64.91,67.16,68.11,65.48,74.27,14.74,3.79,63.57,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",49
S3,Full upstream access architecture,full hybrid upstream access architecture,74.98,70.91,82.35,71.03,38.94,17.41,70.07,68.79,65.71,70.2,64.18,77.07,13.34,3.61,65.0,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",50
S3,Full upstream access architecture,full hybrid upstream access architecture,76.66,72.16,84.94,69.94,37.7,18.28,71.16,70.04,69.0,69.54,64.87,76.86,13.88,3.05,66.44,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",51
S3,Full upstream access architecture,full hybrid upstream access architecture,77.07,73.05,85.74,71.64,36.72,14.74,72.7,71.15,69.7,72.39,66.8,77.37,10.18,2.99,68.03,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",52
S3,Full upstream access architecture,full hybrid upstream access architecture,75.33,69.31,84.63,72.1,38.16,16.82,70.8,66.54,70.06,70.63,66.84,76.32,13.25,4.17,65.24,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",53
S3,Full upstream access architecture,full hybrid upstream access architecture,70.9,66.22,82.26,73.94,42.55,16.06,68.33,63.42,66.43,71.09,61.48,72.76,12.01,4.13,62.3,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",54
S3,Full upstream access architecture,full hybrid upstream access architecture,75.26,70.94,80.3,71.05,38.92,14.64,70.21,67.81,62.78,70.76,65.39,75.02,11.35,3.3,64.65,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",55
S3,Full upstream access architecture,full hybrid upstream access architecture,74.6,71.37,81.07,73.07,39.57,14.33,70.6,70.41,63.9,72.96,61.33,78.99,11.13,3.04,65.88,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",56
S3,Full upstream access architecture,full hybrid upstream access architecture,75.3,71.2,80.8,69.98,38.98,17.24,69.71,67.57,64.98,68.79,64.47,72.03,13.08,3.8,63.47,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",57
S3,Full upstream access architecture,full hybrid upstream access architecture,73.66,69.19,81.78,72.73,40.12,15.45,69.77,65.85,65.22,72.24,64.16,78.47,11.42,3.45,64.96,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",58
S3,Full upstream access architecture,full hybrid upstream access architecture,75.82,71.07,83.6,72.02,38.71,15.68,71.14,71.29,67.9,70.75,64.05,75.3,12.15,3.23,66.26,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",59
S3,Full upstream access architecture,full hybrid upstream access architecture,73.88,69.36,81.62,72.1,40.63,14.33,69.84,67.47,65.18,72.83,60.87,78.27,10.69,3.34,64.85,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",60
S3,Full upstream access architecture,full hybrid upstream access architecture,75.69,71.84,83.45,72.85,37.75,14.88,71.63,69.2,66.85,73.24,65.6,78.67,10.57,3.18,66.92,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",61
S3,Full upstream access architecture,full hybrid upstream access architecture,76.69,71.48,79.34,73.05,37.76,13.63,71.2,69.61,62.44,73.41,65.37,75.94,9.34,2.87,66.18,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",62
S3,Full upstream access architecture,full hybrid upstream access architecture,71.21,67.47,80.76,74.09,41.77,14.93,68.65,65.07,64.53,72.45,61.72,74.1,10.23,3.63,63.41,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",63
S3,Full upstream access architecture,full hybrid upstream access architecture,72.76,68.26,81.44,72.82,40.77,15.03,69.27,64.6,64.57,73.34,63.03,76.87,9.5,3.72,64.05,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",64
S3,Full upstream access architecture,full hybrid upstream access architecture,75.93,71.39,79.46,70.63,38.27,16.28,70.02,68.06,62.04,71.12,65.56,76.28,11.72,3.85,64.32,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",65
S3,Full upstream access architecture,full hybrid upstream access architecture,77.16,72.45,78.17,71.18,38.05,15.16,70.6,68.64,61.77,72.29,64.66,74.85,11.25,3.84,64.29,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",66
S3,Full upstream access architecture,full hybrid upstream access architecture,75.0,70.11,81.31,71.69,39.25,17.58,69.75,66.74,65.25,69.81,63.72,76.29,13.72,3.57,64.15,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",67
S3,Full upstream access architecture,full hybrid upstream access architecture,69.53,66.42,79.81,74.51,43.42,15.25,67.57,63.06,62.96,72.94,59.95,75.13,9.75,3.88,62.22,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",68
S3,Full upstream access architecture,full hybrid upstream access architecture,79.52,75.02,84.41,72.41,34.62,13.43,74.11,74.24,67.61,76.27,66.52,82.18,7.56,2.76,70.07,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",69
S3,Full upstream access architecture,full hybrid upstream access architecture,73.95,69.95,81.9,73.6,38.91,15.21,70.38,64.44,64.7,74.3,65.54,79.49,10.04,3.72,65.13,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",70
S3,Full upstream access architecture,full hybrid upstream access architecture,75.14,69.44,80.52,73.61,38.43,15.01,70.42,65.03,63.99,74.02,66.0,80.16,10.76,3.64,65.36,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",71
S3,Full upstream access architecture,full hybrid upstream access architecture,74.69,71.23,81.32,72.21,39.06,14.37,70.57,68.6,64.47,73.51,63.26,76.85,9.44,3.22,65.62,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",72
S3,Full upstream access architecture,full hybrid upstream access architecture,77.22,72.6,82.25,72.05,36.35,15.79,71.83,70.9,65.87,72.78,66.98,80.25,11.6,3.09,67.67,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",73
S3,Full upstream access architecture,full hybrid upstream access architecture,75.43,70.67,81.89,71.04,38.83,16.21,70.29,68.86,65.73,69.87,64.04,72.93,12.19,3.15,64.83,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",74
S3,Full upstream access architecture,full hybrid upstream access architecture,71.56,68.1,78.88,72.46,42.17,16.49,67.82,64.32,62.37,71.83,59.64,74.93,11.5,3.82,62.15,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",75
S3,Full upstream access architecture,full hybrid upstream access architecture,77.73,73.33,80.93,70.13,36.94,17.52,71.07,71.73,65.61,68.97,66.84,71.27,14.08,3.82,65.06,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",76
