scenario_id,scenario_name,funding_architecture,weighted_access,weighted_provider_viability,weighted_equity,weighted_fiscal_control,weighted_hospital_pressure,weighted_gaming_risk,weighted_welfare,supply_generation_index,equity_legitimacy_index,governance_resilience_index,hospital_deflection_index,implementation_readiness_index,fiscal_gaming_risk_index,interaction_penalty,hybrid_viability_score,model_interpretation,draw,marginal_contact_benefit,capitation_weighting,scope_flexibility,pho_transaction_cost,primary_kpi_salience,ambulance_kpi_salience,hospital_political_penalty,data_observability,copayment_level,copayment_protections,equity_program_strength,telehealth_scale,telehealth_integration,local_inperson_loading,ambulance_alternative_funding,acc_activity_funding,acc_constraint,budget_tightness,safety_governance,gaming_controls,direct_claiming,stakeholder_alignment,narrative_coherence
P0,Current source-informed baseline,unspecified architecture,38.22,39.5,61.0,76.34,72.69,21.04,45.01,22.76,43.0,55.72,28.61,41.29,15.12,13.94,23.4,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,226,0.1332,0.3766,0.389,0.525,0.4397,0.3476,0.8717,0.3347,0.6224,0.5291,0.5426,0.7023,0.4957,0.3045,0.2521,0.7174,0.0779,0.8137,0.6341,0.603,0.0467,0.2001,0.3377
P2,National Primary Care Benefits Schedule,unspecified architecture,69.12,66.58,72.62,68.33,46.9,21.05,63.26,62.23,57.37,62.94,53.54,64.44,19.45,7.4,52.48,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,153,0.7968,0.894,0.7255,0.2798,0.7475,0.4574,0.9539,0.6654,0.3647,0.6725,0.641,0.7147,0.6253,0.5875,0.5746,0.8022,0.121,0.636,0.8288,0.6308,0.8198,0.6055,0.6782
P0,Current source-informed baseline,unspecified architecture,38.75,38.37,61.04,77.67,70.73,20.25,45.62,18.61,41.97,59.98,34.98,46.55,14.56,13.86,25.29,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,714,0.1359,0.3015,0.2743,0.6496,0.497,0.4751,0.7758,0.4528,0.5978,0.411,0.5647,0.7271,0.4213,0.268,0.4949,0.5926,0.1207,1.0,0.8021,0.6178,0.0,0.4041,0.1689
P4,Benefits without adequate controls,unspecified architecture,66.06,66.03,54.21,63.61,52.45,34.26,54.25,64.34,36.87,44.22,52.72,39.28,43.43,15.01,34.14,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,109,0.8319,0.6434,0.9407,0.0913,0.7329,0.8036,0.6063,0.4362,0.6457,0.277,0.3472,0.9085,0.3304,0.269,0.6127,0.7205,0.0187,0.717,0.3361,0.2909,1.0,0.348,0.4114
P2,National Primary Care Benefits Schedule,unspecified architecture,67.36,65.92,70.56,70.93,47.69,19.32,62.86,61.18,54.01,65.61,54.67,64.6,17.6,5.7,54.17,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,484,0.7314,0.8636,0.7373,0.2398,0.7162,0.5547,0.865,0.6672,0.5938,0.5371,0.6783,0.6106,0.5157,0.6061,0.6628,0.5919,0.0,0.6472,0.866,0.7325,0.8545,0.5764,0.7021
P1,Capitation reweighting plus access target,unspecified architecture,44.56,44.22,68.31,77.3,65.61,18.7,50.82,24.81,53.96,64.33,36.64,59.49,12.93,10.79,35.08,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,434,0.2856,0.9383,0.1982,0.6441,0.4927,0.4483,0.7996,0.7074,0.5115,0.4508,0.7107,0.6036,0.4734,0.2518,0.3382,0.7571,0.164,0.7867,0.8252,0.6013,0.0,0.5277,0.4491
P8,Direct claims and PHO intermediation reform only,unspecified architecture,43.55,43.7,61.9,77.31,68.58,19.85,48.42,31.7,44.07,63.11,35.25,51.21,16.72,11.83,32.32,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,445,0.1472,0.3872,0.2744,0.2286,0.3597,0.452,0.9586,0.4335,0.5824,0.5028,0.5644,0.6487,0.55,0.1769,0.4891,0.5977,0.1348,0.8449,0.8841,0.7419,0.8722,0.3877,0.3791
P6,Ambulance alternatives only,unspecified architecture,43.16,41.98,63.23,79.12,66.06,18.75,49.17,21.3,43.42,67.16,44.74,60.95,13.54,13.87,31.81,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,138,0.179,0.3319,0.2536,0.6886,0.543,0.9222,0.9135,0.5164,0.6659,0.4239,0.5921,0.7503,0.4931,0.1693,0.7229,0.6985,0.1584,0.8552,0.9292,0.7505,0.0,0.6122,0.5849
P4,Benefits without adequate controls,unspecified architecture,69.22,69.2,55.51,63.49,49.65,32.76,56.63,67.46,37.93,47.9,53.74,42.91,41.05,15.39,36.24,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,714,0.9682,0.6218,1.0,0.0064,0.8022,0.7397,0.73,0.5457,0.732,0.3056,0.3795,0.868,0.3519,0.1939,0.5298,0.7049,0.0603,0.7918,0.5143,0.3074,0.8884,0.3359,0.4023
P3,Full upstream access architecture,unspecified architecture,76.37,71.84,84.32,70.89,37.78,15.13,71.61,69.0,69.18,72.15,63.84,78.99,11.33,3.05,66.84,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,650,0.8682,0.8912,0.7385,0.3761,0.8664,0.6522,0.4259,0.8168,0.2877,0.8314,0.9386,0.5847,0.82,0.7503,0.7472,0.7688,0.0316,0.543,0.8704,0.9163,1.0,0.8072,0.9403
P7,Scope-enabled provider supply only,unspecified architecture,49.7,48.91,64.15,74.07,62.43,21.9,51.48,37.09,44.37,61.33,40.37,59.02,18.46,12.33,34.98,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,965,0.3344,0.2448,0.6852,0.4063,0.5466,0.5449,0.9412,0.5247,0.637,0.5901,0.5378,0.6351,0.3298,0.3262,0.4312,0.7515,0.0092,0.9408,0.8221,0.524,0.4281,0.6004,0.6225
P8,Direct claims and PHO intermediation reform only,unspecified architecture,45.77,46.19,61.1,78.1,65.58,18.56,50.11,33.69,42.41,65.02,38.46,56.09,16.58,11.87,34.24,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,910,0.2461,0.3404,0.388,0.2263,0.4289,0.4352,0.8937,0.6156,0.6803,0.4252,0.5511,0.4849,0.3132,0.2568,0.5134,0.6461,0.1184,0.9387,0.7918,0.7432,0.6566,0.4587,0.5401
P6,Ambulance alternatives only,unspecified architecture,40.46,39.08,65.34,81.82,67.32,17.54,48.88,19.25,45.72,67.79,43.75,62.57,12.57,13.83,31.89,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,122,0.0344,0.3285,0.3611,0.653,0.4306,0.8413,0.9211,0.6154,0.6101,0.4413,0.6328,0.7809,0.5271,0.2099,0.7875,0.6523,0.2089,0.8636,0.8032,0.7624,0.0382,0.6819,0.5769
P0,Current source-informed baseline,unspecified architecture,36.59,37.44,61.99,78.11,73.43,20.27,44.75,19.54,43.99,57.61,27.17,42.86,15.25,14.48,22.55,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,116,0.0767,0.3977,0.477,0.6342,0.3905,0.4049,0.791,0.3807,0.6184,0.4611,0.6103,0.7823,0.454,0.2932,0.1795,0.5869,0.0362,0.9465,0.6694,0.638,0.0,0.2642,0.2582
P6,Ambulance alternatives only,unspecified architecture,41.86,40.34,61.79,81.15,66.01,17.16,48.85,21.93,41.37,69.74,45.13,60.6,11.48,13.91,32.17,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,666,0.0987,0.1836,0.3436,0.4441,0.3656,0.8339,1.0,0.6395,0.5232,0.3975,0.5056,0.6678,0.4096,0.2298,0.8598,0.6714,0.1369,0.8854,0.9803,0.7958,0.0,0.4614,0.631
P5,ACC activity constraint shock,unspecified architecture,34.75,34.87,64.85,79.83,74.29,19.92,44.66,16.26,46.64,59.18,30.67,46.59,14.5,14.75,23.53,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,883,0.009,0.3151,0.3127,0.6233,0.382,0.4961,0.8744,0.5051,0.6516,0.4666,0.732,0.7264,0.406,0.1664,0.3777,0.4387,0.6136,0.8706,0.7192,0.559,0.0793,0.3678,0.1914
P6,Ambulance alternatives only,unspecified architecture,42.09,41.5,65.36,81.3,66.22,17.01,49.93,23.19,46.72,66.57,43.46,56.08,13.06,12.47,33.23,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,236,0.1247,0.4102,0.3937,0.634,0.4364,0.887,0.8882,0.6625,0.6166,0.4189,0.6615,0.6655,0.4121,0.3027,0.6804,0.7372,0.1455,0.7738,0.7638,0.8052,0.0,0.3798,0.5485
P4,Benefits without adequate controls,unspecified architecture,70.44,69.5,60.2,61.89,48.54,34.53,57.61,67.37,43.0,44.74,54.5,41.0,42.04,13.75,37.99,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,265,0.9941,0.6166,0.902,0.2001,0.804,0.692,0.726,0.6163,0.5404,0.3195,0.4963,0.8889,0.3473,0.3178,0.5361,0.8401,0.0067,0.6952,0.4078,0.2074,0.8747,0.2837,0.3532
P0,Current source-informed baseline,unspecified architecture,40.28,40.94,61.98,76.79,70.45,20.26,46.59,22.7,43.09,60.05,31.56,49.84,14.29,14.51,25.55,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,991,0.1966,0.2707,0.3078,0.5706,0.3691,0.4694,0.9781,0.4999,0.6659,0.554,0.5362,0.6542,0.5592,0.2421,0.2948,0.626,0.102,0.9354,0.7894,0.5613,0.1059,0.4209,0.3263
P8,Direct claims and PHO intermediation reform only,unspecified architecture,45.75,45.56,64.73,79.28,65.91,17.98,51.06,33.86,46.61,65.19,36.78,57.67,15.88,11.53,35.26,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,868,0.1832,0.4261,0.4555,0.137,0.3975,0.5895,0.9484,0.6269,0.6862,0.5173,0.6214,0.6111,0.5007,0.2385,0.3505,0.7679,0.1778,0.9706,0.7138,0.7716,0.7192,0.5456,0.5154
P0,Current source-informed baseline,unspecified architecture,34.87,36.04,62.14,78.26,74.73,20.66,43.83,17.22,44.63,56.11,27.8,43.94,15.35,14.92,21.59,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,541,0.0033,0.4475,0.368,0.5877,0.369,0.3524,0.8796,0.4247,0.6513,0.4774,0.6113,0.6339,0.3445,0.2832,0.2961,0.7648,0.1399,0.9525,0.6015,0.5243,0.0735,0.3616,0.2333
P7,Scope-enabled provider supply only,unspecified architecture,51.11,49.54,66.93,75.43,60.82,20.41,53.34,38.74,48.2,63.67,41.05,58.92,16.83,11.79,37.28,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,841,0.3562,0.3,0.8314,0.4263,0.5621,0.4465,0.9624,0.6519,0.5366,0.5692,0.635,0.7604,0.4212,0.1623,0.4157,0.6557,0.1013,0.9291,0.8676,0.5884,0.4722,0.4701,0.5844
P5,ACC activity constraint shock,unspecified architecture,33.22,33.86,61.6,78.39,76.45,20.1,42.74,15.08,43.92,57.8,25.88,42.28,12.62,14.77,20.81,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,217,0.0197,0.3884,0.215,0.5289,0.2865,0.4073,0.9922,0.4541,0.5365,0.3954,0.6198,0.6548,0.5639,0.2419,0.2385,0.4862,0.6794,0.9231,0.8068,0.4982,0.0168,0.1458,0.2349
P1,Capitation reweighting plus access target,unspecified architecture,43.4,41.91,68.84,78.89,66.37,18.83,50.36,24.42,53.27,63.24,40.03,55.01,12.38,11.45,34.11,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,37,0.1527,0.7897,0.3756,0.5783,0.6539,0.5433,0.901,0.6161,0.5599,0.5677,0.684,0.7332,0.5543,0.3033,0.4977,0.7149,0.2464,0.8109,0.7809,0.6537,0.0496,0.4488,0.3731
P7,Scope-enabled provider supply only,unspecified architecture,47.17,47.46,64.83,76.07,63.76,20.42,51.1,34.87,45.01,63.07,36.49,58.02,15.94,12.3,33.96,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,749,0.2727,0.2451,0.7667,0.522,0.4848,0.3971,0.9444,0.6852,0.6264,0.4835,0.5984,0.6543,0.5816,0.4099,0.2859,0.7765,0.0,0.9282,0.9018,0.4786,0.3293,0.3796,0.6526
P6,Ambulance alternatives only,unspecified architecture,41.76,39.95,66.05,79.59,66.65,19.02,48.99,21.79,48.21,64.34,43.68,59.02,12.06,11.57,33.99,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,724,0.0481,0.5096,0.2894,0.5168,0.4928,0.7856,0.8497,0.5957,0.5256,0.5346,0.5856,0.7411,0.4974,0.2939,0.7489,0.7534,0.1495,0.7791,0.8041,0.6221,0.0854,0.5491,0.5541
P0,Current source-informed baseline,unspecified architecture,37.86,38.77,62.78,76.18,72.6,20.94,45.17,19.63,44.73,55.47,29.91,41.88,15.33,14.11,23.08,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,375,0.1691,0.3441,0.2192,0.6501,0.3111,0.4159,0.8338,0.3664,0.5965,0.4762,0.6504,0.6769,0.405,0.2803,0.3675,0.6587,0.1108,0.9464,0.5772,0.6138,0.0773,0.3723,0.1459
P3,Full upstream access architecture,unspecified architecture,76.09,70.6,84.59,72.74,37.07,15.64,71.71,68.43,68.02,73.21,68.09,80.7,11.3,3.21,67.72,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,434,0.7679,0.7045,0.7874,0.2228,0.8802,0.8364,0.6318,0.9318,0.2819,0.8268,0.9262,0.7807,0.7809,0.7697,0.886,0.7269,0.0,0.4728,0.9149,0.838,0.9144,0.7981,0.9575
P0,Current source-informed baseline,unspecified architecture,36.89,38.68,57.63,78.09,72.76,20.32,44.18,19.35,38.35,60.86,30.92,48.9,14.76,15.09,23.2,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,175,0.0873,0.3273,0.3285,0.6668,0.4606,0.45,0.854,0.4392,0.6931,0.3779,0.4644,0.649,0.4821,0.2004,0.3318,0.67,0.0757,0.7498,0.869,0.5698,0.0,0.4199,0.3026
P0,Current source-informed baseline,unspecified architecture,39.29,39.66,63.1,76.94,70.99,20.1,46.32,23.17,44.98,57.62,33.7,43.13,14.04,12.92,26.67,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,479,0.1631,0.3801,0.3311,0.5304,0.4713,0.411,0.9769,0.443,0.5216,0.4462,0.616,0.5622,0.3668,0.4139,0.4551,0.6387,0.2158,0.8253,0.6555,0.637,0.0,0.254,0.2444
P0,Current source-informed baseline,unspecified architecture,38.71,38.44,62.16,78.41,70.93,19.4,46.13,19.94,43.62,60.52,33.87,47.65,14.33,13.57,26.23,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,819,0.115,0.3381,0.295,0.5903,0.3606,0.5925,0.8723,0.5112,0.4959,0.3662,0.6057,0.7082,0.3666,0.2877,0.4246,0.7306,0.148,0.9416,0.7113,0.665,0.0618,0.3471,0.3089
P3,Full upstream access architecture,unspecified architecture,76.65,72.33,85.14,73.18,37.55,14.58,72.5,72.08,68.31,74.78,65.39,80.23,9.54,2.44,69.14,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,230,0.7743,0.8091,0.7554,0.0562,0.8982,0.9505,0.5559,0.8552,0.4802,0.8243,0.9753,0.6607,0.7835,0.8551,0.6726,0.7358,0.0,0.3466,1.0,0.9297,1.0,0.8177,0.8646
P6,Ambulance alternatives only,unspecified architecture,41.67,40.67,66.43,79.98,66.53,18.54,49.35,21.33,47.77,65.71,44.32,57.9,13.78,12.3,33.36,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,118,0.0826,0.3827,0.3354,0.6263,0.467,0.8617,0.8195,0.5704,0.5783,0.4045,0.7368,0.6263,0.2469,0.1933,0.777,0.8659,0.0528,0.7941,0.8425,0.7286,0.0644,0.443,0.5953
P2,National Primary Care Benefits Schedule,unspecified architecture,70.09,67.19,77.16,70.45,45.54,16.93,65.95,63.22,61.45,66.8,53.96,65.67,14.37,5.94,56.03,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,743,0.8267,0.8078,0.7553,0.3008,0.693,0.5494,0.9154,0.7409,0.3295,0.6697,0.8096,0.7077,0.7398,0.7216,0.5188,0.7545,0.13,0.6991,0.7894,0.8443,0.775,0.5765,0.6569
P1,Capitation reweighting plus access target,unspecified architecture,43.66,42.88,69.74,78.8,66.42,18.39,50.86,25.41,55.03,63.26,38.44,57.07,13.63,11.74,34.31,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,223,0.1987,0.8621,0.3209,0.5887,0.5317,0.5791,0.8577,0.6256,0.489,0.4568,0.7921,0.7131,0.3935,0.1371,0.4348,0.6856,0.1108,0.6649,0.6457,0.7264,0.0937,0.545,0.4426
P0,Current source-informed baseline,unspecified architecture,36.62,37.46,59.11,80.13,72.53,18.67,44.91,18.51,39.82,61.77,32.67,47.87,13.2,13.58,25.22,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,923,0.0218,0.3321,0.2796,0.4927,0.482,0.4988,0.8463,0.4901,0.6139,0.3307,0.5143,0.6754,0.6372,0.2786,0.3957,0.7957,0.1773,0.8407,0.7428,0.6893,0.0221,0.2971,0.4125
P0,Current source-informed baseline,unspecified architecture,36.0,35.79,61.87,79.09,73.8,19.97,44.44,15.25,44.28,59.8,30.75,44.89,12.75,14.46,23.08,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,616,0.0239,0.3862,0.127,0.6,0.5539,0.38,0.9437,0.4807,0.6195,0.5378,0.5551,0.6837,0.3673,0.3072,0.3259,0.6769,0.1007,0.9222,0.805,0.5917,0.016,0.1813,0.3067
P6,Ambulance alternatives only,unspecified architecture,38.46,37.91,58.66,81.05,69.94,18.43,45.98,16.57,38.73,65.38,41.86,55.41,13.6,14.28,27.63,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,630,0.0,0.3271,0.2083,0.5873,0.4733,0.9183,0.9174,0.4949,0.6644,0.338,0.4706,0.6014,0.503,0.1831,0.7309,0.7595,0.0776,0.9371,0.8177,0.753,0.0994,0.5066,0.5374
P7,Scope-enabled provider supply only,unspecified architecture,50.6,49.78,67.22,76.25,60.46,19.25,53.71,39.86,47.45,67.09,40.95,62.99,13.93,10.02,40.45,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,583,0.3334,0.2569,0.7784,0.4144,0.5036,0.489,0.8733,0.664,0.5025,0.4928,0.6447,0.6462,0.4556,0.3263,0.4147,0.669,0.1419,0.7546,1.0,0.6449,0.4312,0.5674,0.5824
P1,Capitation reweighting plus access target,unspecified architecture,41.62,41.4,68.25,78.38,68.6,19.84,49.05,23.6,52.84,60.41,35.9,54.08,13.58,11.05,32.58,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,336,0.1107,0.8346,0.3509,0.5481,0.7077,0.4723,0.9418,0.5791,0.6407,0.5569,0.695,0.5462,0.4888,0.2776,0.315,0.7534,0.0899,0.7315,0.6748,0.562,0.0545,0.5454,0.3311
P0,Current source-informed baseline,unspecified architecture,37.56,38.71,61.22,78.29,72.16,19.22,45.48,19.33,42.47,61.58,30.19,48.18,12.57,13.94,24.99,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,154,0.1311,0.2716,0.2219,0.7072,0.348,0.4009,0.8691,0.4799,0.6449,0.5541,0.5105,0.5969,0.4627,0.3566,0.3297,0.6718,0.12,0.8498,0.8222,0.6621,0.0282,0.3343,0.306
P0,Current source-informed baseline,unspecified architecture,38.26,39.31,61.11,79.05,71.3,19.12,46.04,19.16,43.15,62.52,33.45,52.44,14.56,14.85,25.63,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,97,0.1245,0.4473,0.201,0.6026,0.4157,0.4217,0.9429,0.5716,0.6826,0.3899,0.5824,0.6348,0.4371,0.204,0.4414,0.666,0.0878,0.8818,0.7907,0.6182,0.0662,0.4333,0.393
P1,Capitation reweighting plus access target,unspecified architecture,39.63,38.26,69.16,79.92,70.03,18.64,48.43,19.53,53.37,64.49,33.34,58.69,11.07,12.33,31.31,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,67,0.0393,0.7108,0.3311,0.6123,0.6643,0.415,0.9877,0.5673,0.4956,0.5952,0.6899,0.6256,0.5352,0.2937,0.2575,0.5716,0.072,0.8164,0.8136,0.6588,0.0,0.5162,0.5174
P7,Scope-enabled provider supply only,unspecified architecture,50.05,49.02,67.94,75.85,61.39,20.06,53.23,38.53,49.81,65.64,39.73,63.18,15.28,11.28,38.71,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,509,0.3047,0.4381,0.8616,0.3204,0.5302,0.4672,0.9065,0.5604,0.546,0.5836,0.66,0.6524,0.3518,0.1356,0.3929,0.6571,0.0537,0.8264,0.9497,0.642,0.3942,0.5951,0.6536
P1,Capitation reweighting plus access target,unspecified architecture,39.8,38.68,68.47,78.8,70.23,19.6,48.0,20.09,52.63,63.08,33.42,55.49,12.64,13.04,29.9,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,567,0.0498,0.671,0.3504,0.5753,0.5669,0.4571,0.9333,0.4796,0.5123,0.57,0.7255,0.6896,0.456,0.1422,0.3271,0.7187,0.0712,0.875,0.8522,0.6537,0.1466,0.5237,0.3601
P1,Capitation reweighting plus access target,unspecified architecture,42.17,40.35,67.45,76.88,68.4,20.9,48.41,21.19,51.76,57.55,36.65,49.14,13.97,11.46,30.26,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,494,0.1702,0.6363,0.2432,0.5272,0.7423,0.499,0.836,0.5539,0.5241,0.594,0.6789,0.6493,0.4291,0.0947,0.3305,0.7512,0.1932,0.849,0.6174,0.5195,0.0,0.355,0.3724
P2,National Primary Care Benefits Schedule,unspecified architecture,67.15,63.26,75.13,70.93,47.75,19.37,63.32,56.06,58.27,63.93,55.6,63.18,17.73,5.88,53.13,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,353,0.7116,0.5973,0.6578,0.3577,0.7902,0.6969,0.7847,0.6699,0.4904,0.7837,0.7536,0.7006,0.5443,0.5099,0.622,0.6906,0.068,0.8036,0.7514,0.7307,0.7627,0.5386,0.7037
P4,Benefits without adequate controls,unspecified architecture,64.88,65.38,56.79,62.02,53.84,34.75,53.8,60.1,40.17,41.74,49.16,38.5,43.05,15.71,31.54,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,733,0.8878,0.6695,0.7245,0.2386,0.5966,0.7067,0.7348,0.4038,0.6723,0.3506,0.4469,0.8567,0.4098,0.2081,0.5525,0.6715,0.0,0.8056,0.2808,0.2073,0.9303,0.3025,0.4758
P3,Full upstream access architecture,unspecified architecture,79.68,75.08,84.12,69.24,35.56,16.74,72.8,74.49,67.66,69.48,67.4,75.57,13.84,3.72,67.02,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,380,0.9794,0.6983,0.8379,0.1821,0.9155,0.8223,0.729,0.8866,0.3408,0.8557,0.9291,0.6548,0.7981,0.7803,0.7596,0.8203,0.0508,0.5084,0.8275,0.8054,0.9012,0.6801,0.9283
